hospital,highest_bill
"Boyle Zavala and Taylor,",42961.46
Boyle-Calhoun,10143.97
Boyle-Camacho,46885.69
Boyle-Humphrey,45072.75
Boyle-Jones,2464.69
Boyle-Kerr,38873.01
Boyle-Mccarthy,6959.33
Boyle-Thomas,23945.37
Boyle-Woods,6653.59
"Boyle, and Jackson Smith",41609.41
"Bradford Ferguson, Stein and",9030.78
"Bradford Inc",21032.15
"Bradford PLC",42213.74
"Bradford Taylor, Brown and",20676.54
Bradford-Andrews,23792.25
Bradford-Dorsey,6237.66
Bradford-Hunt,48238.76
Bradford-Jones,43712.29
Bradford-Martin,24668.16
Bradford-Mitchell,5543.08
"Bradford, and Owens Dunn",7063.09
"Bradley and Trevino, Brewer",16499.68
"Bradley Floyd and Maxwell,",17809.55
"Bradley Graves, Johnson and",25533.46
"Bradley Herrera Conner, and",19081.70
"Bradley Inc",49599.18
"Bradley Kline, Williams and",37779.39
"Bradley LLC",8912.41
"Bradley Logan and Moore,",46663.06
"Bradley Ltd",49247.69
"Bradley PLC",22543.59
"Bradley Roberts and Murray,",4328.51
"Bradley Williams, and Owens",23688.35
"Bradley Woods Morton, and",14421.75
Bradley-Beck,2983.43
Bradley-Brooks,9488.91
Bradley-Bryant,23308.84
Bradley-Dawson,16774.54
Bradley-Flowers,32823.67
Bradley-Garrett,37531.87
Bradley-Glover,13505.24
Bradley-Gonzalez,45545.14
Bradley-Guzman,28948.39
Bradley-Hill,33531.40
Bradley-Miller,38492.33
Bradley-Morris,6118.22
Bradley-Quinn,2831.16
Bradley-Shepherd,38817.27
Bradley-Thompson,35888.81
Bradley-Warren,19451.82
Bradley-Williams,31959.29
"Bradley, and Brown Phelps",2611.10
"Bradley, and Harvey Lee",7879.41
"Bradley, and Patel Soto",15269.29
"Bradley, Bennett Thompson and",15989.56
"Bradley, Jacobs and Booth",50073.46
"Bradshaw and Sons",36174.02
"Bradshaw Campbell, and Conner",45460.80
"Bradshaw Clark, Riley and",7130.32
"Bradshaw Gallegos, and Hinton",20718.73
"Bradshaw Lopez Owen, and",10402.05
Bradshaw-Meadows,7271.64
Bradshaw-Romero,17761.75
"Bradshaw, Shepard and Green",40705.81
"Brady and Payne Diaz,",26955.12
"Brady and Pearson Rodriguez,",29952.42
"Brady Haney, Cobb and",46106.39
"Brady Jacobs and Wong,",4421.68
"Brady LLC",9665.24
"Brady PLC",42191.25
"Brady Sons and",25194.83
"Brady Ward, Wallace and",-824.23
Brady-Arellano,23145.15
Brady-Cameron,39836.38
Brady-Campbell,27962.07
Brady-Collins,3241.79
Brady-Evans,12828.90
Brady-Fernandez,3703.15
Brady-Flores,1555.24
Brady-Gallegos,13888.82
Brady-Greene,5628.17
Brady-Harris,19943.95
Brady-Moran,43872.85
Brady-Pollard,39072.62
Brady-Price,27242.66
Brady-Ryan,15892.48
Brady-Scott,43815.82
Brady-Smith,23792.03
"Brady, and Johnson Perez",30368.79
"Brady, Peterson Barton and",14982.14
"Branch and Sons",11766.45
"Branch LLC",7389.81
"Branch Ltd",50799.30
"Branch PLC",18643.62
Branch-Bailey,18355.27
Branch-Gentry,20628.28
Branch-Lara,45688.76
Branch-Lopez,31190.19
Branch-Norris,6199.36
"Branch, Pennington Vega and",12498.90
"Brandt and Cooper Mays,",4959.95
"Brandt and Sons",35375.26
"Brandt Inc",12374.38
"Brandt Ltd",36495.58
"Brandt PLC",9432.99
Brandt-Austin,40379.13
Brandt-Cross,22860.75
Brandt-Elliott,47257.09
Brandt-Marsh,34858.18
Brandt-Singh,17019.48
Brandt-Smith,6384.70
Brandt-Woodward,29962.55
"Brandt, Rivas and Knight",5885.49
"Braun and Garcia, Little",6110.64
"Braun Group",23255.64
"Braun Inc",11264.59
"Braun Kim, and Lowe",24791.65
"Braun LLC",23560.32
"Braun Nichols, and Foster",33823.80
"Braun PLC",17819.01
Braun-Norman,11262.87
Braun-Stuart,42031.13
"Bray and White Reyes,",17173.00
"Bray Burke, and Peters",32908.61
"Bray Harper and Matthews,",40037.54
"Bray, and Merritt Cooper",35316.57
"Bray, and Villa Giles",9912.50
"Bray, and Young Combs",41846.14
"Bray, Wilson Alvarez and",45620.19
"Brennan Bentley, and Hunter",41379.38
"Brennan Inc",44098.87
"Brennan Ltd",7542.07
"Brennan Mcdaniel, Mitchell and",20728.81
"Brennan Poole and Smith,",8476.55
"Brennan Scott, and Gonzalez",27572.79
Brennan-Brown,9690.86
Brennan-Giles,31428.47
Brennan-Hayes,11854.45
Brennan-Meyer,13405.76
Brennan-Reid,5584.75
Brennan-Rodriguez,38063.79
Brennan-Ryan,4117.04
Brennan-Walters,20831.14
Brennan-Warren,12910.85
Brennan-Wood,47504.52
Brennan-Young,36091.58
"Brennan, and Osborn Clark",10028.05
"Brennan, Hartman and Baker",25451.36
"Brewer Allen Lane, and",21471.79
"Brewer and Aguilar, Carpenter",39705.71
"Brewer and Rodriguez, Holmes",21722.18
"Brewer and Santiago Gordon,",10560.80
"Brewer and Sons",49741.24
"Brewer Garcia Cole, and",3936.90
"Brewer Inc",37561.81
"Brewer LLC",12207.18
"Brewer Ltd",30239.40
"Brewer PLC",32606.36
"Brewer Sons and",20966.93
Brewer-Brown,10749.85
Brewer-Colon,31995.13
Brewer-Hampton,25401.53
Brewer-Jimenez,35919.81
Brewer-Lee,44785.89
Brewer-Leon,34601.53
Brewer-Marquez,9471.80
Brewer-Mullen,34985.02
Brewer-Nelson,31686.62
Brewer-Price,18863.62
Brewer-Roberts,34397.78
Brewer-Roman,10008.57
Brewer-Thomas,18728.37
Brewer-Washington,51415.26
Brewer-Weaver,14468.09
Brewer-White,18787.01
"Brewer, and Anderson Jones",21242.25
"Brewer, Ryan Johnson and",21038.23
"Bridges Inc",15704.09
"Bridges LLC",38834.89
"Bridges Ltd",34264.62
"Bridges Smith and Huang,",44610.30
Bridges-Anthony,3028.83
Bridges-Lozano,7795.09
Bridges-Lynch,7241.31
Bridges-Myers,41542.63
Bridges-Phillips,15188.14
Bridges-Walters,49530.17
"Bridges, and Fox Nguyen",22371.66
"Bridges, and Galvan Davis",17347.79
"Bridges, and Meyer Roberts",5545.87
"Briggs and Becker, Wilkins",18205.10
"Briggs and Cruz, Davenport",8787.75
"Briggs Bailey Barnett, and",3548.48
"Briggs Jordan Vasquez, and",46012.37
"Briggs LLC",22674.06
"Briggs Ltd",19457.42
"Briggs PLC",44907.08
"Briggs Walker Martinez, and",52024.73
Briggs-Berg,10542.66
Briggs-Hendricks,36749.77
Briggs-Hernandez,35789.93
Briggs-Morrison,21839.07
Briggs-White,34186.04
Briggs-Williams,47969.39
Briggs-Wyatt,3537.01
"Briggs, and Yang Miller",15953.47
"Bright and Roth, Zimmerman",7172.77
"Bright Anderson, Jacobs and",19571.37
"Bright Francis, Cunningham and",39816.34
"Bright Miller, and Saunders",41799.62
"Bright PLC",19260.98
"Bright Watson, Ruiz and",9248.08
Bright-Gibson,23805.95
Bright-Long,23594.00
Bright-Martin,21831.06
Bright-Taylor,13270.29
"Bright, Miller and Reed",44378.58
"Brock and Kim Campos,",10025.83
"Brock and Mclean Stone,",24285.10
"Brock Elliott and Price,",41523.42
"Brock Group",-214.61
"Brock Ltd",34600.88
"Brock PLC",34870.98
Brock-Adams,38757.43
Brock-Cannon,38656.13
Brock-Cunningham,14085.26
Brock-Garza,7930.35
Brock-Gregory,12886.83
Brock-Hill,35059.20
Brock-Hogan,41150.89
Brock-Kim,15023.74
Brock-Lambert,4634.67
Brock-Roberson,24753.22
Brock-Watson,35295.21
"Brock, and Thomas Shaw",17378.15
"Brock, Goodman and Parker",37833.78
"Brooks Aguilar and Luna,",45849.70
"Brooks Alvarez and Smith,",14532.12
"Brooks and Pierce, Jackson",33118.94
"Brooks and Ramirez, Jones",11152.67
"Brooks and Sons",38363.95
"Brooks and Spencer Walls,",47106.09
"Brooks and Whitaker, Jones",22814.16
"Brooks and Wilkinson Anderson,",22544.40
"Brooks and Young Owen,",4405.33
"Brooks Butler and Morris,",22976.58
"Brooks Colon Cole, and",41180.89
"Brooks Flynn Burns, and",47352.31
"Brooks Gentry Mcmillan, and",13489.63
"Brooks Gill and Phillips,",18640.76
"Brooks Gregory Garrett, and",25104.51
"Brooks Group",48169.26
"Brooks Inc",34867.24
"Brooks LLC",12297.03
"Brooks Ltd",48922.88
"Brooks Mason, and Andrews",11476.63
"Brooks PLC",42295.30
"Brooks Roberts, and Boyer",39182.18
Brooks-Bartlett,39476.82
Brooks-Barton,34749.31
Brooks-Brown,9771.21
Brooks-Callahan,29461.48
Brooks-Cardenas,35980.97
Brooks-Dougherty,15731.56
Brooks-Fowler,23854.23
Brooks-Graham,44368.31
Brooks-Gray,2688.89
Brooks-Herring,19807.37
Brooks-Huang,16323.89
Brooks-Hudson,19086.67
Brooks-Huynh,712.65
Brooks-Marks,26572.92
Brooks-Martinez,42288.18
Brooks-Morgan,35933.46
Brooks-Murillo,41718.97
Brooks-Murphy,136.01
Brooks-Myers,48393.55
Brooks-Nixon,44895.79
Brooks-Roach,22617.35
Brooks-Rodriguez,5123.48
Brooks-Salazar,24553.59
Brooks-Simpson,18398.03
Brooks-Smith,29574.08
Brooks-Stewart,34906.96
Brooks-Taylor,5417.24
Brooks-Turner,16500.35
Brooks-Vasquez,17470.27
Brooks-Vaughn,26028.24
Brooks-Wells,19995.20
Brooks-Williams,33098.78
"Brooks, Allen Rose and",48319.78
"Brooks, and Nichols Brady",8240.92
"Brooks, and Rodriguez Hodge",6022.93
"Brooks, Brown and Tate",44745.53
"Brooks, Mccormick and Richards",15268.36
"Brooks, Murphy and Bowman",47795.81
"Brooks, Nguyen Sellers and",21792.33
"Brooks, Odonnell Christensen and",6066.77
"Brooks, Perry and Lawrence",45136.52
"Brooks, Schmidt Washington and",42074.66
"Brooks, Smith and Reed",33533.93
"Brooks, Williams Vega and",20619.38
"Brown and Bailey, Thomas",37661.60
"Brown and Bradley Blanchard,",30694.54
"Brown and Brown Harris,",49745.14
"Brown and Buck Jones,",20513.38
"Brown and Cohen Fuller,",9344.80
"Brown and Collins Davis,",48089.93
"Brown and Colon, Anderson",42150.70
"Brown and Cook, Vincent",45144.58
"Brown and Cruz Clark,",30478.24
"Brown and Drake Vasquez,",48876.04
"Brown and Duran, Fox",8432.68
"Brown and Duran, Frank",28415.28
"Brown and Evans, Smith",33335.51
"Brown and Gardner Todd,",43774.61
"Brown and Gillespie, Long",41500.42
"Brown and Gregory, Rose",34617.68
"Brown and Grimes Clements,",21715.26
"Brown and Hansen, Murphy",33437.86
"Brown and Hart, Williams",18479.77
"Brown and Henry, Suarez",34443.99
"Brown and Hicks, Day",7755.12
"Brown and Hicks, Gonzalez",19576.92
"Brown and Hood Taylor,",23693.98
"Brown and Jimenez, Russo",38167.90
"Brown and Lee Cook,",19032.93
"Brown and Mclaughlin Brooks,",24660.95
"Brown and Perry, Riley",31715.63
"Brown and Poole, Lane",48503.52
"Brown and Randolph, Young",-43.10
"Brown and Richardson Pearson,",12357.10
"Brown and Ruiz Anderson,",30616.93
"Brown and Skinner Woodward,",2095.20
"Brown and Smith Bell,",2426.21
"Brown and Sons",31864.63
"Brown and Vincent Roman,",22012.01
"Brown and Washington Sanchez,",42784.35
"Brown Andrews, and Cunningham",35965.91
"Brown Anthony and Matthews,",35856.85
"Brown Armstrong, and Dixon",45527.10
"Brown Armstrong, and Lewis",35046.70
"Brown Armstrong, Holmes and",46426.94
"Brown Atkinson and Park,",42832.45
"Brown Baker, Phillips and",18813.80
"Brown Baldwin and David,",12043.66
"Brown Bartlett Lowery, and",12991.17
"Brown Beard, Alvarez and",29831.20
"Brown Bradshaw Castaneda, and",26802.13
"Brown Brown and Henry,",10837.97
"Brown Brown, and Sanders",49419.87
"Brown Byrd Stevens, and",36582.63
"Brown Calderon and Li,",27716.73
"Brown Callahan and Perkins,",3163.65
"Brown Camacho, Fisher and",12170.54
"Brown Cochran and Murphy,",20619.89
"Brown Crawford, and Shannon",19417.18
"Brown Dean, Johnston and",14350.83
"Brown Fernandez and Fox,",17144.05
"Brown Garrett and Holmes,",43869.20
"Brown Greene Swanson, and",14032.57
"Brown Group",49637.03
"Brown Hamilton Holland, and",32426.32
"Brown Hansen, and Lopez",48846.57
"Brown Harris Underwood, and",2690.82
"Brown Harris, and Miller",12778.61
"Brown Heath Mclaughlin, and",43833.35
"Brown Hernandez, and Martinez",44023.93
"Brown Horne Bennett, and",35269.09
"Brown Hunt Lowe, and",15645.70
"Brown Inc",49639.91
"Brown Jackson and Olsen,",41935.68
"Brown Johnson, and Mclaughlin",31895.98
"Brown Johnson, Young and",6460.93
"Brown Jones, and Smith",45801.00
"Brown Joyce, and Smith",6029.99
"Brown Kelly, Higgins and",44986.94
"Brown Larson, Phillips and",9155.57
"Brown LLC",47742.59
"Brown Ltd",46191.94
"Brown Martin and Berry,",24299.33
"Brown Martin, Bradford and",13584.91
"Brown Mccall, and Brandt",22723.29
"Brown Mcconnell, Carter and",18546.45
"Brown Melendez, Jones and",19820.22
"Brown Meyer Bowman, and",34250.43
"Brown Mills and Brooks,",50398.78
"Brown Moore, Schultz and",33426.71
"Brown Morris, Bennett and",14160.80
"Brown Myers, Banks and",18077.81
"Brown Nelson Camacho, and",14780.25
"Brown Nixon, and Taylor",14624.47
"Brown Padilla and Simpson,",22774.28
"Brown Parker Johnson, and",29442.35
"Brown Phillips and Rivera,",44602.08
"Brown Pierce, Reyes and",18597.98
"Brown PLC",49464.13
"Brown Powell, Jimenez and",22128.96
"Brown Rasmussen and Garza,",48467.93
"Brown Reed Robinson, and",19479.45
"Brown Roberts, Roberts and",40426.65
"Brown Roberts, Webb and",31840.37
"Brown Russo and Simmons,",26207.63
"Brown Scott Kane, and",2557.10
"Brown Simmons, and Hansen",14142.80
"Brown Smith, and Oconnor",40230.43
"Brown Solomon and Spears,",15827.22
"Brown Sons and",48441.78
"Brown Soto, and Clark",23035.11
"Brown Taylor, and Cortez",41054.58
"Brown Thomas Benton, and",32829.99
"Brown Thomas Hall, and",47031.51
"Brown Torres and Foster,",24938.39
"Brown Valdez Taylor, and",16947.90
"Brown Vazquez, Oconnor and",22501.79
"Brown Villarreal and Smith,",7783.65
"Brown Walker, Cruz and",20787.26
"Brown Williams Johnson, and",9623.50
"Brown Williams Le, and",44300.81
"Brown Wright, and Larson",49124.28
"Brown Zhang and Lopez,",34243.97
Brown-Adams,32161.61
Brown-Aguilar,44638.55
Brown-Anderson,26242.64
Brown-Bailey,22141.88
Brown-Baird,8727.80
Brown-Ball,39047.71
Brown-Barnett,25390.28
Brown-Barrett,7595.95
Brown-Beck,38554.05
Brown-Bell,37039.97
Brown-Bentley,17865.67
Brown-Blackburn,20465.68
Brown-Blair,15782.14
Brown-Blanchard,42060.97
Brown-Bradley,22949.78
Brown-Brown,37447.54
Brown-Bryant,32842.54
Brown-Byrd,34092.93
Brown-Cain,4448.00
Brown-Caldwell,40321.04
Brown-Campbell,8203.39
Brown-Carpenter,29854.30
Brown-Carrillo,42639.12
Brown-Carter,20720.00
Brown-Castillo,26386.11
Brown-Castro,9507.38
Brown-Cisneros,22191.54
Brown-Clark,10003.67
Brown-Clements,20886.06
Brown-Cobb,38979.07
Brown-Collier,3670.04
Brown-Collins,5347.76
Brown-Combs,49668.58
Brown-Cook,32788.74
Brown-Cooley,43143.62
Brown-Cortez,47566.51
Brown-Crosby,30589.68
Brown-Cruz,31759.71
Brown-Davis,22412.15
Brown-Day,7476.04
Brown-Deleon,3728.25
Brown-Dennis,43813.60
Brown-Diaz,44008.05
Brown-Dillon,2039.32
Brown-Dixon,16516.02
Brown-Dominguez,19555.39
Brown-Evans,27077.37
Brown-Farmer,39533.30
Brown-Farrell,22730.58
Brown-Fernandez,42091.23
Brown-Flowers,33890.22
Brown-Franklin,25053.63
Brown-Frederick,20464.15
Brown-Frost,48256.58
Brown-Garcia,6467.06
Brown-Gillespie,36920.05
Brown-Gomez,25568.92
Brown-Graham,42014.43
Brown-Griffith,16468.18
Brown-Hahn,5379.38
Brown-Haley,4557.24
Brown-Hall,24014.59
Brown-Hanson,29695.33
Brown-Harris,17825.71
Brown-Harrison,43634.02
Brown-Hawkins,45801.53
Brown-Henry,48384.00
Brown-Hensley,32941.26
Brown-Herman,27327.41
Brown-Hernandez,32098.62
Brown-Hess,1853.43
Brown-Hicks,15937.41
Brown-Hill,37964.84
Brown-Hines,44321.74
Brown-Holmes,23613.78
Brown-Howard,43125.14
Brown-Huff,28843.24
Brown-Hughes,44393.00
Brown-Ingram,8043.20
Brown-Jackson,37627.92
Brown-Johnson,39463.73
Brown-Johnston,7582.46
Brown-Jones,38130.94
Brown-Jordan,19918.73
Brown-Joyce,31354.74
Brown-Kelley,47852.63
Brown-Kelly,14699.28
Brown-Knapp,47631.89
Brown-Knight,41363.21
Brown-Lam,3784.27
Brown-Landry,44140.12
Brown-Lawrence,33743.59
Brown-Lee,27828.74
Brown-Lewis,27632.03
Brown-Lopez,40276.42
Brown-Lynch,39701.18
Brown-Martin,38895.72
Brown-Mayer,46142.58
Brown-Maynard,45516.87
Brown-Mays,43325.42
Brown-Mcdonald,37628.26
Brown-Miller,31509.44
Brown-Moore,43756.59
Brown-Mueller,9618.35
Brown-Murphy,10064.04
Brown-Nelson,23971.12
Brown-Odonnell,40282.37
Brown-Ortiz,7605.99
Brown-Page,29862.57
Brown-Parker,37554.24
Brown-Parsons,30831.97
Brown-Patel,33073.03
Brown-Patrick,36127.29
Brown-Payne,1951.05
Brown-Perez,28371.65
Brown-Perkins,8640.10
Brown-Perry,1722.49
Brown-Petty,18347.51
Brown-Pierce,24421.40
Brown-Price,29923.57
Brown-Rivera,32260.55
Brown-Roberts,23171.44
Brown-Rodgers,30081.60
Brown-Rodriguez,41547.12
Brown-Romero,23840.81
Brown-Rose,35953.68
Brown-Ruiz,39503.87
Brown-Sanchez,31905.00
Brown-Sanders,49756.45
Brown-Savage,36403.52
Brown-Schneider,39305.96
Brown-Scott,24098.67
Brown-Simmons,20312.77
Brown-Simpson,35992.19
Brown-Sims,8403.90
Brown-Smith,46157.49
Brown-Snow,24386.44
Brown-Spencer,48957.73
Brown-Steele,28271.04
Brown-Stout,32952.59
Brown-Summers,31281.49
Brown-Taylor,44089.55
Brown-Thomas,31153.78
Brown-Thompson,41433.16
Brown-Thornton,21988.53
Brown-Turner,46101.92
Brown-Vega,2998.44
Brown-Villarreal,32728.29
Brown-Warner,49579.49
Brown-Wells,26883.73
Brown-Wiley,17199.26
Brown-Williams,48011.18
Brown-Wilson,28042.89
Brown-Wood,28974.46
Brown-Yoder,41982.37
Brown-Young,40494.09
Brown-Zimmerman,30140.93
"Brown, and Adkins Larson",11523.00
"Brown, and Allen Swanson",23791.12
"Brown, and Ayala Sims",14365.22
"Brown, and Barnett Osborn",38220.21
"Brown, and Browning Douglas",9331.33
"Brown, and Delacruz Potter",25590.77
"Brown, and Foster Gordon",21587.31
"Brown, and Gardner Townsend",21897.02
"Brown, and Jones Weaver",26786.53
"Brown, and Montgomery Lopez",47674.49
"Brown, and Perez Osborne",21570.29
"Brown, and Perez Smith",8111.45
"Brown, and Russell Garrison",2871.02
"Brown, and Smith Hebert",10514.18
"Brown, and Stone Perez",39003.99
"Brown, and Ward Melton",17383.27
"Brown, and Weaver Mays",39865.35
"Brown, and Willis Kelly",7122.69
"Brown, Bennett Douglas and",17322.80
"Brown, Berry and Campos",25253.71
"Brown, Burton and Cook",48920.63
"Brown, Cochran Daugherty and",25508.69
"Brown, Cortez and Brock",15700.68
"Brown, David and Cervantes",47720.56
"Brown, Davidson and Lopez",6545.17
"Brown, Farrell and Mann",42878.25
"Brown, Garcia and Gutierrez",28827.99
"Brown, Garcia Garcia and",34882.82
"Brown, Gibson Lynch and",43227.60
"Brown, Gray and Cooke",17955.95
"Brown, Harper Aguirre and",32287.88
"Brown, Hatfield Olson and",36936.70
"Brown, Jackson and Harper",44932.46
"Brown, Jones Hoover and",38086.78
"Brown, Kaufman and Saunders",42778.94
"Brown, Lopez and Stokes",31764.76
"Brown, Marshall and Neal",37157.74
"Brown, Mayo Garcia and",3619.10
"Brown, Newman Becker and",9076.38
"Brown, Norris and Wood",16499.73
"Brown, Pearson Saunders and",20471.36
"Brown, Phillips Ross and",41244.12
"Brown, Ruiz Sanders and",10393.22
"Brown, Santos and Howard",-378.70
"Brown, Scott and Torres",1614.21
"Brown, Sloan and Sloan",31952.60
"Brown, Stevens Tran and",39156.12
"Brown, Thomas Franco and",21810.89
"Brown, Wood Nelson and",13299.44
"Browning and Ellis Bailey,",26837.61
"Browning and Sons",23331.74
"Browning and Soto Pace,",2356.08
"Browning Avery, Wilson and",12936.65
"Browning Bennett, Smith and",46311.15
"Browning Dominguez and Hodges,",31395.72
"Browning Harvey Weiss, and",10513.60
"Browning LLC",45739.20
"Browning Myers, and Faulkner",37190.44
Browning-Anderson,42502.55
Browning-Black,39145.71
Browning-Cruz,9808.80
Browning-Daniels,31411.56
Browning-Johnson,5683.28
Browning-Jones,31325.18
Browning-Moore,18966.30
Browning-Ross,8707.69
Browning-Smith,31547.66
Browning-Torres,11291.73
Browning-Williams,37489.85
"Bruce and Duran Diaz,",4265.19
"Bruce and Spencer, Durham",6393.26
"Bruce Bradford, Liu and",23343.30
"Bruce Group",41238.91
"Bruce Harris and Robinson,",17277.26
"Bruce Park Pham, and",5471.98
"Bruce PLC",46143.75
Bruce-Dixon,45584.30
Bruce-Harmon,45937.05
Bruce-Lewis,536.76
Bruce-Preston,29270.44
Bruce-Strickland,21784.86
Bruce-Thomas,27480.24
"Bryan and Hansen Harris,",33347.75
"Bryan and Henderson, Lee",26669.46
"Bryan Bradley Rangel, and",7375.72
"Bryan Inc",39201.82
"Bryan LLC",46622.11
"Bryan Ltd",25266.34
"Bryan PLC",30402.90
"Bryan Sons and",37489.65
Bryan-Brown,33656.38
Bryan-Hansen,18305.29
Bryan-Miller,26772.39
Bryan-Robbins,43940.19
"Bryan, and Cook Patrick",38174.68
"Bryan, Nelson and Moss",44103.91
"Bryant and Kennedy Griffin,",712.79
"Bryant and Mack, Hartman",49107.74
"Bryant and Newton, Vega",30855.73
"Bryant and Thomas, Smith",16267.13
"Bryant Bell Wells, and",36969.54
"Bryant Fox, Fritz and",38399.80
"Bryant Gonzales, and Jones",23348.81
"Bryant Greene, and Petty",43449.85
"Bryant Group",37811.13
"Bryant Hanson, Padilla and",23973.36
"Bryant Inc",35366.61
"Bryant Klein and Case,",49560.29
"Bryant LLC",41616.13
"Bryant Ltd",12031.76
"Bryant Meyer and Thomas,",11545.97
"Bryant PLC",45754.59
"Bryant Rose, and Long",8323.69
"Bryant Sons and",47084.69
"Bryant Vang, and Smith",46843.37
Bryant-Ball,49702.34
Bryant-Bautista,36303.20
Bryant-Benjamin,9092.65
Bryant-Cooper,10030.90
Bryant-Cruz,8643.43
Bryant-Deleon,45922.63
Bryant-Gill,22522.86
Bryant-Hanna,24529.93
Bryant-Hill,34518.15
Bryant-Horn,45919.08
Bryant-Johns,47275.40
Bryant-Juarez,30481.41
Bryant-Lee,28752.44
Bryant-Page,21208.02
Bryant-Perez,28596.39
Bryant-Price,10078.23
Bryant-Sanchez,4624.05
Bryant-Steele,17084.21
Bryant-Todd,11388.94
Bryant-Turner,48663.93
Bryant-Ward,27585.46
Bryant-Weeks,49089.00
Bryant-Williams,27430.70
"Bryant, and Harding King",13407.78
"Bryant, and Nelson Williams",21241.45
"Bryant, and Peterson Evans",28478.28
"Bryant, Hendrix and Rangel",17889.77
"Buchanan Group",26026.61
"Buchanan LLC",31568.76
"Buchanan Wheeler and Roberts,",20248.58
Buchanan-Adkins,42210.35
Buchanan-Bonilla,6982.43
Buchanan-Gonzalez,47387.41
Buchanan-Henry,13997.22
Buchanan-Higgins,3028.54
Buchanan-Jones,30448.79
Buchanan-Kim,31028.50
Buchanan-Lambert,5647.01
Buchanan-Lee,43620.87
Buchanan-Lewis,37728.98
Buchanan-Lopez,42106.20
"Buck and Delgado, Rich",21690.80
"Buck and Lopez Rios,",28699.00
"Buck Garza, and Yates",8341.95
"Buck Inc",9442.86
"Buck Ltd",5648.28
"Buck PLC",44276.42
"Buck Sons and",43153.08
Buck-Armstrong,23779.05
Buck-Benjamin,27788.02
Buck-Bonilla,5831.78
Buck-Colon,33021.85
Buck-Compton,24587.12
Buck-Sanders,38645.30
Buck-Shah,42908.85
Buck-Wilkerson,29736.98
"Buck, and Young Johnson",26533.78
"Buck, Cunningham Miller and",48009.07
"Buck, Martinez Smith and",20440.47
"Buck, Reed Smith and",19480.89
"Buckley and Nelson Mcdonald,",28860.18
"Buckley Group",45238.16
"Buckley Inc",25285.11
"Buckley LLC",36121.53
"Buckley PLC",34552.49
"Buckley Reed, and Owen",9001.94
Buckley-Hess,25353.05
Buckley-Smith,41574.77
"Buckley, and Martin Rose",40356.31
"Bullock and Peck Morris,",24954.10
"Bullock and Sons",38997.60
"Bullock and Ward Kim,",39955.93
"Bullock Castillo, and Cowan",10019.16
"Bullock Group",40037.83
"Bullock Inc",11324.31
"Bullock Meadows, Thompson and",10704.94
"Bullock Sons and",14845.10
"Bullock Williams, and King",39006.73
Bullock-Chase,23272.04
Bullock-Chen,38575.68
Bullock-Clay,21031.11
Bullock-Davis,12915.27
Bullock-Martin,32012.87
Bullock-Pierce,15462.25
Bullock-Ramsey,49402.30
Bullock-Richardson,24518.15
Bullock-Zimmerman,10179.11
"Bullock, and Dixon Martinez",38668.45
"Bullock, Roberts Hayes and",15841.46
"Burch Drake, and Hogan",5197.23
"Burch Group",42747.54
"Burch Miller and Robinson,",37631.84
"Burch PLC",45384.73
Burch-Ali,15031.43
Burch-Bryant,17651.11
Burch-Friedman,14218.51
Burch-Gonzalez,29310.22
Burch-Hernandez,15860.36
Burch-Marks,44582.82
Burch-Murray,11122.80
Burch-Thornton,18455.42
"Burch, and Sexton Sandoval",35421.83
"Burch, Moore and Thompson",11921.66
"Burgess Acevedo and Gonzalez,",1407.43
"Burgess and Campbell, Richards",11515.48
"Burgess Gordon, Smith and",31657.58
"Burgess Inc",15383.80
"Burgess Lopez, Baker and",25052.84
"Burgess Ltd",29339.76
"Burgess Morgan, and Smith",38735.44
"Burgess Parker and Sullivan,",48071.34
"Burgess Rogers, and Wise",38228.39
Burgess-Callahan,22249.64
Burgess-Chapman,2596.42
Burgess-Dudley,13971.40
Burgess-Hanna,23159.88
Burgess-Johnson,34137.09
Burgess-Lee,5331.75
Burgess-Page,43859.38
Burgess-Price,40645.04
Burgess-West,48883.77
Burgess-Wiggins,28534.12
"Burgess, and Dominguez Ramirez",44734.07
"Burgess, Massey Osborne and",39166.46
"Burke and Coffey, Rhodes",34471.88
"Burke and Moore Lee,",4462.19
"Burke and Petersen, Herrera",9922.54
"Burke and Sons",19099.73
"Burke and Taylor Watkins,",29486.61
"Burke Cain, Price and",6476.42
"Burke Cortez and Horton,",48826.03
"Burke Garcia Carter, and",32614.43
"Burke Group",34995.34
"Burke Howard and Underwood,",28824.95
"Burke Inc",40437.62
"Burke LLC",31736.57
"Burke Sanchez, and Turner",11098.22
"Burke Sons and",43961.94
Burke-Anderson,3863.37
Burke-Dickson,40421.52
Burke-Dominguez,6406.18
Burke-Estrada,8708.75
Burke-Ford,50549.33
Burke-Haynes,13562.52
Burke-James,39491.62
Burke-Johnston,7987.50
Burke-Kim,31905.62
Burke-Lara,25728.90
Burke-Mcgee,2906.00
Burke-Meza,45316.47
Burke-Rodriguez,1577.24
Burke-Stein,17874.27
Burke-Taylor,2438.37
Burke-Welch,34641.71
Burke-Wilson,9202.57
"Burke, and Kelley Thompson",11185.30
"Burke, Dyer and Moore",26813.60
"Burke, Evans Martinez and",37145.73
"Burke, Payne and Noble",9658.27
"Burnett Inc",1608.71
"Burnett Jones, Kelley and",36764.26
